Time (s),Servo Angle (degrees),Lever Angle (degrees),Disturbance Angle,Reward Delivered (0/1)
0.002652406692504883,139.0,0.0,0.0,0
0.005188703536987305,139.0,0.0,0.0,0
0.007732868194580078,139.0,0.0,0.0,0
0.010252952575683594,138.8,1.6,0.0,0
0.01276397705078125,138.8,1.6,0.0,0
0.015273571014404297,138.8,1.6,0.0,0
0.017785072326660156,138.8,1.6,0.0,0
0.020313501358032227,136.2,1.2,0.0,0
0.022823095321655273,136.2,1.2,0.0,0
0.025333166122436523,136.2,1.2,0.0,0
0.02783679962158203,136.2,1.2,0.0,0
0.030336856842041016,136.4,1.2,0.0,0
0.03284621238708496,136.4,1.2,0.0,0
0.03535914421081543,136.4,1.2,0.0,0
0.03786468505859375,136.4,1.2,0.0,0
0.040369510650634766,134.0,1.1,0.0,0
0.04287266731262207,134.0,1.1,0.0,0
0.045375823974609375,134.0,1.1,0.0,0
0.04788088798522949,134.0,1.1,0.0,0
0.050380706787109375,131.4,1.1,0.0,0
0.05289053916931152,131.4,1.1,0.0,0
0.05539226531982422,131.4,1.1,0.0,0
0.05789899826049805,131.4,1.1,0.0,0
0.060413360595703125,126.3,1.1,0.0,0
0.06291699409484863,126.3,1.1,0.0,0
0.06541919708251953,126.3,1.1,0.0,0
0.06792879104614258,126.3,1.1,0.0,0
0.07047057151794434,121.2,1.1,0.0,0
0.07298111915588379,121.2,1.1,0.0,0
0.0754845142364502,121.2,1.1,0.0,0
0.07798433303833008,121.2,1.1,0.0,0
0.08051395416259766,115.2,1.1,0.0,0
0.08302879333496094,115.2,1.1,0.0,0
0.08554673194885254,115.2,1.1,0.0,0
0.08805346488952637,115.2,1.1,0.0,0
0.09121370315551758,109.2,1.0,0.0,0
0.0946967601776123,109.2,1.0,0.0,0
0.09802508354187012,109.2,1.0,0.0,0
0.10130977630615234,109.2,1.2,0.0,0
0.1043694019317627,103.4,1.2,0.0,0
0.10768723487854004,103.4,1.2,0.0,0
0.11126065254211426,103.4,1.1,0.0,0
0.11449503898620605,96.9,1.1,0.0,0
0.11771225929260254,96.9,1.1,0.0,0
0.12092447280883789,96.9,1.0,0.0,0
0.12411022186279297,90.3,1.0,0.0,0
0.12727808952331543,90.3,1.0,0.0,0
0.13057351112365723,90.3,1.1,0.0,0
0.13367152214050293,84.4,1.1,0.0,0
0.13683652877807617,84.4,1.1,0.0,0
0.13995122909545898,84.4,1.1,0.0,0
0.14304375648498535,79.2,1.1,0.0,0
0.1461315155029297,79.2,1.1,0.0,0
0.1491866111755371,79.2,1.1,0.0,0
0.15210723876953125,72.5,1.1,0.0,0
0.15520238876342773,72.5,1.1,0.0,0
0.15821027755737305,72.5,0.9,0.0,0
0.16073822975158691,66.3,0.9,0.0,0
0.1632366180419922,66.3,0.9,0.0,0
0.16573262214660645,66.3,0.9,0.0,0
0.16823673248291016,60.7,0.9,0.0,0
0.1707303524017334,60.7,0.9,0.0,0
0.1732189655303955,60.7,0.9,0.0,0
0.17571330070495605,60.7,1.0,0.0,0
0.17821121215820312,56.5,1.0,0.0,0
0.18071269989013672,56.5,1.0,0.0,0
0.18320584297180176,56.5,1.0,0.0,0
0.18570160865783691,56.5,1.0,0.0,0
0.18819546699523926,53.2,1.0,0.0,0
0.19069218635559082,53.2,1.0,0.0,0
0.19318652153015137,53.2,1.0,0.0,0
0.1956796646118164,53.2,0.9,0.0,0
0.1981661319732666,52.0,0.9,0.0,0
0.20065879821777344,52.0,0.9,0.0,0
0.20315766334533691,52.0,0.9,0.0,0
0.20564651489257812,52.0,1.0,0.0,0
0.20813322067260742,51.1,1.0,0.0,0
0.2106339931488037,51.1,1.0,0.0,0
0.21312379837036133,51.1,1.0,0.0,0
0.21561002731323242,51.1,1.1,0.0,0
0.2181081771850586,50.0,1.1,0.0,0
0.22059035301208496,50.0,1.1,0.0,0
0.22307038307189941,50.0,1.1,0.0,0
0.22557497024536133,50.0,1.1,0.0,0
0.22806406021118164,50.0,1.1,0.0,0
0.23055267333984375,48.9,1.1,0.0,0
0.23303937911987305,48.9,1.1,0.0,0
0.23553228378295898,48.9,1.0,0.0,0
0.23802852630615234,48.9,1.0,0.0,0
0.24051189422607422,48.3,1.0,0.0,0
0.24300241470336914,48.3,1.0,0.0,0
0.2454819679260254,48.3,1.0,0.0,0
0.2479691505432129,48.3,1.0,0.0,0
0.25046348571777344,49.3,1.0,0.0,0
0.25295424461364746,49.3,1.0,0.0,0
0.25544095039367676,49.3,1.1,0.0,0
0.25792741775512695,49.3,1.1,0.0,0
0.2604210376739502,48.8,1.1,0.0,0
0.2629082202911377,48.8,1.1,0.0,0
0.265394926071167,48.8,1.1,0.0,0
0.26789212226867676,48.8,1.1,0.0,0
0.2703728675842285,48.8,1.1,0.0,0
0.27286314964294434,48.8,1.1,0.0,0
0.27534985542297363,48.8,1.1,0.0,0
0.27783751487731934,48.8,1.1,0.0,0
0.28032612800598145,48.0,1.1,0.0,0
0.28281521797180176,48.0,1.1,0.0,0
0.2853083610534668,48.0,1.1,0.0,0
0.2877950668334961,48.0,1.1,0.0,0
0.29036426544189453,47.4,1.1,0.0,0
0.2928464412689209,47.4,1.1,0.0,0
0.295330286026001,47.4,1.0,0.0,0
0.29783010482788086,47.4,1.0,0.0,0
0.30033278465270996,48.1,1.0,0.0,0
0.30283546447753906,48.1,1.0,0.0,0
0.3053267002105713,48.1,1.1,0.0,0
0.30783939361572266,47.7,1.1,0.0,0
0.3103306293487549,47.7,1.1,0.0,0
0.3128218650817871,47.7,1.1,0.0,0
0.31531310081481934,47.7,1.1,0.0,0
0.3178064823150635,47.7,1.1,0.0,0
0.32030200958251953,47.2,1.1,0.0,0
0.3227970600128174,47.2,1.1,0.0,0
0.3252897262573242,47.2,1.1,0.0,0
0.32778072357177734,47.7,1.1,0.0,0
0.3302733898162842,47.7,1.1,0.0,0
0.3327655792236328,47.7,1.1,0.0,0
0.3352663516998291,47.7,1.0,0.0,0
0.33775901794433594,47.5,1.0,0.0,0
0.3402550220489502,47.5,1.0,0.0,0
0.3427460193634033,47.5,1.0,0.0,0
0.345242977142334,47.5,1.1,0.0,0
0.3477325439453125,48.1,1.1,0.0,0
0.3502194881439209,48.1,1.1,0.0,0
0.3527333736419678,48.1,1.1,0.0,0
0.355226993560791,48.1,1.1,0.0,0
0.35771846771240234,47.2,1.1,0.0,0
0.36020922660827637,47.2,1.1,0.0,0
0.36290884017944336,47.2,0.9,0.0,0
0.36539769172668457,47.2,0.9,0.0,0
0.3679025173187256,47.9,0.9,0.0,0
