Time (s),Servo Angle (degrees),Lever Angle (degrees),Disturbance Angle,Reward Delivered (0/1),Trial Number/Status
1.9073486328125e-06,0.0,0.0,0.0,1,0
0.013464212417602539,0.0,0.0,0.0,0,1
0.023955345153808594,0.0,0.0,0.0,0,1
0.034470319747924805,0.0,-0.0,0.0,0,1
0.04494118690490723,0.0,-0.2,0.0,0,1
0.05542254447937012,0.0,-0.2,0.0,0,1
0.0659034252166748,0.0,-0.2,0.0,0,1
0.07637572288513184,0.0,-0.1,0.0,0,1
0.08686041831970215,0.0,-0.1,0.0,0,1
0.09734725952148438,0.0,0.0,0.0,0,1
0.10783982276916504,0.0,-0.2,0.0,0,1
0.11831545829772949,0.0,-0.2,0.0,0,1
0.12880802154541016,0.0,-0.2,0.0,0,1
0.13928747177124023,0.0,-0.1,0.0,0,1
0.1497642993927002,0.0,-0.2,0.0,0,1
0.16025257110595703,0.0,-0.1,0.0,0,1
0.1707286834716797,0.0,-0.1,0.0,0,1
0.18121981620788574,0.0,-0.2,0.0,0,1
0.19170236587524414,0.0,-0.1,0.0,0,1
0.2021939754486084,0.0,-0.1,0.0,0,1
0.2126784324645996,0.0,-0.2,0.0,0,1
0.22316646575927734,0.0,-0.1,0.0,0,1
0.23365259170532227,0.0,-0.3,0.0,0,1
0.24413013458251953,0.0,-0.1,0.0,0,1
0.2546200752258301,0.0,-0.2,0.0,0,1
0.26511073112487793,0.0,-0.2,0.0,0,1
0.27559995651245117,0.0,-0.1,0.0,0,1
0.2860710620880127,0.0,-0.2,0.0,0,1
0.2965707778930664,0.0,-0.2,0.0,0,1
0.3070552349090576,0.0,-0.0,0.0,0,1
0.3175325393676758,0.0,-0.1,0.0,0,1
0.3280007839202881,0.0,-0.2,0.0,0,1
0.33847475051879883,0.0,-0.1,0.0,0,1
0.3489658832550049,0.0,-0.1,0.0,0,1
0.3594379425048828,0.0,-0.1,0.0,0,1
0.36992502212524414,0.0,-0.2,0.0,0,1
0.3804032802581787,0.0,-0.2,0.0,0,1
0.39087796211242676,0.0,-0.0,0.0,0,1
0.4013674259185791,0.0,-0.2,0.0,0,1
0.411848783493042,0.0,-0.2,0.0,0,1
0.42233800888061523,0.0,-0.2,0.0,0,1
0.4328148365020752,0.0,-0.2,0.0,0,1
0.4433021545410156,0.0,-0.1,0.0,0,1
0.45377516746520996,0.0,-0.1,0.0,0,1
0.4642632007598877,0.0,-0.1,0.0,0,1
0.47473859786987305,0.0,-0.1,0.0,0,1
0.4852123260498047,0.0,-0.1,0.0,0,1
0.4957122802734375,0.0,-0.2,0.0,0,1
0.5061860084533691,0.0,-0.1,0.0,0,1
0.5166711807250977,0.0,-0.1,0.0,0,1
0.5271430015563965,0.0,-0.1,0.0,0,1
0.5376415252685547,0.0,-0.2,0.0,0,1
0.5481264591217041,0.0,-0.2,0.0,0,1
0.5586111545562744,0.0,-0.2,0.0,0,1
0.5690970420837402,0.0,-0.0,0.0,0,1
0.5795822143554688,0.0,-0.2,0.0,0,1
0.5900676250457764,0.0,0.0,0.0,0,1
0.6005442142486572,0.0,-0.1,0.0,0,1
0.611030101776123,0.0,-0.1,0.0,0,1
0.6215410232543945,0.0,-0.0,0.0,0,1
0.6320018768310547,0.0,-0.1,0.0,0,1
0.6424822807312012,0.0,-0.2,0.0,0,1
0.6529598236083984,0.0,-0.1,0.0,0,1
0.6634504795074463,0.0,-0.1,0.0,0,1
0.6739230155944824,0.0,-0.1,0.0,0,1
0.6844124794006348,0.0,-0.2,0.0,0,1
0.6948895454406738,0.0,-0.2,0.0,0,1
0.7053780555725098,0.0,-0.1,0.0,0,1
0.7158553600311279,0.0,-0.1,0.0,0,1
0.7263298034667969,0.0,-0.1,0.0,0,1
0.73681640625,0.0,-0.2,0.0,0,1
0.7472889423370361,0.0,-0.2,0.0,0,1
0.7577753067016602,0.0,-0.1,0.0,0,1
0.7682201862335205,0.0,-0.2,0.0,0,1
0.778714656829834,0.0,-0.2,0.0,0,1
0.7891879081726074,0.0,-0.1,0.0,0,1
0.7996816635131836,0.0,-0.1,0.0,0,1
0.8101613521575928,0.0,-0.1,0.0,0,1
0.8206362724304199,0.0,-0.1,0.0,0,1
0.8311223983764648,0.0,-0.2,0.0,0,1
0.8415944576263428,0.0,-0.1,0.0,0,1
0.8520810604095459,0.0,-0.0,0.0,0,1
0.8625574111938477,0.0,-0.1,0.0,0,1
0.8730456829071045,0.0,-0.0,0.0,0,1
0.8835408687591553,0.0,-0.0,0.0,0,1
0.8940145969390869,0.0,-0.2,0.0,0,1
0.9045052528381348,0.0,-0.1,0.0,0,1
0.9149773120880127,0.0,-0.2,0.0,0,1
0.9254646301269531,0.0,-0.1,0.0,0,1
0.935936689376831,0.0,-0.2,0.0,0,1
