Time (s),Servo Angle (degrees),Lever Angle (degrees),Disturbance Angle,Reward Delivered (0/1),Trial Number/Status
2.6226043701171875e-06,0.0,0.0,0.0,1,0
0.013474225997924805,0.0,-0.2,0.0,0,1
0.02397918701171875,0.0,-0.0,0.0,0,1
0.03448963165283203,0.0,0.0,0.0,0,1
0.04496288299560547,0.0,-0.2,0.0,0,1
0.05544471740722656,0.0,-0.0,0.0,0,1
0.06592535972595215,0.0,-0.2,0.0,0,1
0.07639789581298828,0.0,-0.1,0.0,0,1
0.08688688278198242,0.0,-0.1,0.0,0,1
0.09735393524169922,0.0,-0.3,0.0,0,1
0.1078488826751709,0.0,-0.1,0.0,0,1
0.11832833290100098,0.0,-0.3,0.0,0,1
0.12880444526672363,0.0,-0.4,0.0,0,1
0.1393289566040039,0.0,-0.1,0.0,0,1
0.14980626106262207,0.0,-0.2,0.0,0,1
0.1602933406829834,0.0,-0.1,0.0,0,1
0.17078208923339844,0.0,-0.1,0.0,0,1
0.18127036094665527,0.0,-0.3,0.0,0,1
0.19174408912658691,0.0,-0.1,0.0,0,1
0.20223569869995117,0.0,-0.1,0.0,0,1
0.21271610260009766,0.0,-0.3,0.0,0,1
0.2232038974761963,0.0,-0.0,0.0,0,1
0.23368310928344727,0.0,-0.2,0.0,0,1
0.24416041374206543,0.0,-0.2,0.0,0,1
0.2546548843383789,0.0,0.0,0.0,0,1
0.2651400566101074,0.0,-0.1,0.0,0,1
0.27562785148620605,0.0,-0.2,0.0,0,1
0.2861030101776123,0.0,-0.1,0.0,0,1
0.29659056663513184,0.0,-0.3,0.0,0,1
0.3070697784423828,0.0,-0.1,0.0,0,1
0.31754612922668457,0.0,-0.1,0.0,0,1
0.3280365467071533,0.0,-0.3,0.0,0,1
0.33851099014282227,0.0,-0.1,0.0,0,1
0.3490030765533447,0.0,-0.2,0.0,0,1
0.359478235244751,0.0,-0.2,0.0,0,1
0.36997199058532715,0.0,-0.1,0.0,0,1
0.38044285774230957,0.0,-0.3,0.0,0,1
0.3909292221069336,0.0,-0.2,0.0,0,1
0.40140438079833984,0.0,0.0,0.0,0,1
0.41188597679138184,0.0,-0.2,0.0,0,1
0.4223647117614746,0.0,-0.0,0.0,0,1
0.43283724784851074,0.0,-0.2,0.0,0,1
0.4433255195617676,0.0,-0.2,0.0,0,1
0.45380544662475586,0.0,0.1,0.0,0,1
0.4642927646636963,0.0,-0.2,0.0,0,1
0.4747755527496338,0.0,-0.1,0.0,0,1
0.4852638244628906,0.0,0.0,0.0,0,1
0.4957544803619385,0.0,-0.1,0.0,0,1
0.5062296390533447,0.0,-0.0,0.0,0,1
0.5167219638824463,0.0,-0.2,0.0,0,1
0.5271985530853271,0.0,-0.3,0.0,0,1
0.5376865863800049,0.0,-0.1,0.0,0,1
0.5481696128845215,0.0,-0.2,0.0,0,1
0.5586442947387695,0.0,-0.1,0.0,0,1
0.5691304206848145,0.0,-0.1,0.0,0,1
0.5796060562133789,0.0,-0.4,0.0,0,1
0.590094804763794,0.0,-0.1,0.0,0,1
0.6005663871765137,0.0,-0.2,0.0,0,1
0.6110594272613525,0.0,-0.3,0.0,0,1
0.6215376853942871,0.0,-0.1,0.0,0,1
0.6320242881774902,0.0,-0.2,0.0,0,1
0.6425080299377441,0.0,-0.1,0.0,0,1
0.6529874801635742,0.0,-0.1,0.0,0,1
0.6634759902954102,0.0,-0.3,0.0,0,1
0.6739475727081299,0.0,-0.0,0.0,0,1
0.6844401359558105,0.0,-0.0,0.0,0,1
0.6949028968811035,0.0,-0.2,0.0,0,1
0.705390453338623,0.0,-0.1,0.0,0,1
0.7158880233764648,0.0,-0.2,0.0,0,1
0.7263760566711426,0.0,-0.2,0.0,0,1
0.7368607521057129,0.0,-0.1,0.0,0,1
0.7473344802856445,0.0,-0.3,0.0,0,1
0.7578191757202148,0.0,0.0,0.0,0,1
0.7682907581329346,0.0,-0.1,0.0,0,1
0.7787752151489258,0.0,-0.3,0.0,0,1
0.789247989654541,0.0,-0.0,0.0,0,1
0.7997310161590576,0.0,-0.2,0.0,0,1
0.8102161884307861,0.0,-0.2,0.0,0,1
0.82069993019104,0.0,-0.1,0.0,0,1
0.8311886787414551,0.0,-0.2,0.0,0,1
0.8416624069213867,0.0,-0.2,0.0,0,1
0.8521502017974854,0.0,-0.1,0.0,0,1
0.8625917434692383,0.0,-0.2,0.0,0,1
0.8730685710906982,0.0,-0.1,0.0,0,1
0.8835580348968506,0.0,-0.1,0.0,0,1
0.8940303325653076,0.0,-0.2,0.0,0,1
0.9045212268829346,0.0,-0.1,0.0,0,1
0.9149942398071289,0.0,-0.2,0.0,0,1
0.9254815578460693,0.0,-0.2,0.0,0,1
0.9359595775604248,0.0,-0.2,0.0,0,1
0.9464306831359863,0.0,-0.3,0.0,0,1
0.9569149017333984,0.0,-0.2,0.0,0,1
0.9673895835876465,0.0,-0.2,0.0,0,1
0.9778730869293213,0.0,-0.3,0.0,0,1
0.9883532524108887,0.0,-0.0,0.0,0,1
0.9988429546356201,0.0,-0.0,0.0,0,1
1.0093188285827637,0.0,-0.1,0.0,0,1
1.0198121070861816,0.0,-0.1,0.0,0,1
1.0302903652191162,0.0,-0.3,0.0,0,1
1.0407657623291016,0.0,-0.2,0.0,0,1
1.0512592792510986,0.0,-0.3,0.0,0,1
1.0617332458496094,0.0,-0.3,0.0,0,1
1.07222318649292,0.0,-0.1,0.0,0,1
1.0826964378356934,0.0,-0.1,0.0,0,1
1.0931813716888428,0.0,-0.2,0.0,0,1
1.103653907775879,0.0,-0.2,0.0,0,1
1.114135980606079,0.0,-0.2,0.0,0,1
1.1246058940887451,0.0,-0.1,0.0,0,1
