Time (s)	Servo Angle (degrees)	Lever Angle (degrees)	Disturbance Angle	Reward Delivered (0/1)	Trial Number/Status
2.384185791015625e-06	0.0	0.0	0.0	1	0
0.01346445083618164	0.0	0.4	0.0	0	1
0.02396106719970703	0.0	0.1	0.0	0	1
0.034482479095458984	0.0	-0.1	0.0	0	1
0.04496145248413086	0.0	-0.0	0.0	0	1
0.0554509162902832	0.0	-0.1	0.0	0	1
0.06592488288879395	0.0	-0.1	0.0	0	1
0.07640600204467773	0.0	0.1	0.0	0	1
0.08690071105957031	0.0	0.1	0.0	0	1
0.09737968444824219	0.0	0.0	0.0	0	1
0.10787057876586914	0.0	-0.0	0.0	0	1
0.11834549903869629	0.0	-0.2	0.0	0	1
0.12883520126342773	0.0	0.0	0.0	0	1
0.1393129825592041	0.0	0.2	0.0	0	1
0.14978814125061035	0.0	-0.1	0.0	0	1
0.16028237342834473	0.0	0.0	0.0	0	1
0.17076683044433594	0.0	0.1	0.0	0	1
0.1812582015991211	0.0	-0.0	0.0	0	1
0.19173336029052734	0.0	0.0	0.0	0	1
0.2022244930267334	0.0	-0.0	0.0	0	1
0.21270060539245605	0.0	0.1	0.0	0	1
0.22320866584777832	0.0	0.2	0.0	0	1
0.233687162399292	0.0	-0.1	0.0	0	1
0.24416589736938477	0.0	0.0	0.0	0	1
0.2546558380126953	0.0	0.1	0.0	0	1
0.26514124870300293	0.0	0.0	0.0	0	1
0.27563023567199707	0.0	0.2	0.0	0	1
0.2861056327819824	0.0	0.2	0.0	0	1
0.29659438133239746	0.0	0.0	0.0	0	1
0.3070836067199707	0.0	0.2	0.0	0	1
0.31756043434143066	0.0	0.1	0.0	0	1
0.3280472755432129	0.0	0.0	0.0	0	1
0.33852195739746094	0.0	0.2	0.0	0	1
0.3490135669708252	0.0	-0.1	0.0	0	1
0.35947537422180176	0.0	0.1	0.0	0	1
0.36995744705200195	0.0	-0.1	0.0	0	1
0.3804318904876709	0.0	-0.1	0.0	0	1
0.39091992378234863	0.0	0.1	0.0	0	1
0.40139341354370117	0.0	0.0	0.0	0	1
0.41187143325805664	0.0	0.1	0.0	0	1
0.4223659038543701	0.0	-0.0	0.0	0	1
0.4328434467315674	0.0	-0.1	0.0	0	1
0.44333386421203613	0.0	-0.0	0.0	0	1
0.4538090229034424	0.0	0.0	0.0	0	1
0.46429920196533203	0.0	0.0	0.0	0	1
0.4747936725616455	0.0	0.1	0.0	0	1
0.48527002334594727	0.0	-0.1	0.0	0	1
0.4957554340362549	0.0	-0.1	0.0	0	1
0.5062370300292969	0.0	0.2	0.0	0	1
0.5167098045349121	0.0	-0.1	0.0	0	1
0.5271890163421631	0.0	0.1	0.0	0	1
0.5376842021942139	0.0	0.1	0.0	0	1
0.5481588840484619	0.0	0.0	0.0	0	1
0.558650016784668	0.0	0.1	0.0	0	1
0.5691285133361816	0.0	-0.0	0.0	0	1
0.5796036720275879	0.0	0.0	0.0	0	1
0.5901000499725342	0.0	-0.0	0.0	0	1
0.600574254989624	0.0	-0.2	0.0	0	1
0.6110618114471436	0.0	-0.1	0.0	0	1
0.621535062789917	0.0	0.0	0.0	0	1
0.6320209503173828	0.0	-0.1	0.0	0	1
0.6424970626831055	0.0	0.0	0.0	0	1
0.6529715061187744	0.0	-0.0	0.0	0	1
0.6634576320648193	0.0	0.1	0.0	0	1
0.6739263534545898	0.0	0.1	0.0	0	1
0.6844172477722168	0.0	-0.1	0.0	0	1
0.6948904991149902	0.0	0.1	0.0	0	1
0.7053778171539307	0.0	0.1	0.0	0	1
0.7158496379852295	0.0	0.0	0.0	0	1
0.726337194442749	0.0	-0.0	0.0	0	1
0.7368142604827881	0.0	-0.1	0.0	0	1
0.747288703918457	0.0	-0.1	0.0	0	1
0.7577753067016602	0.0	0.2	0.0	0	1
0.7682478427886963	0.0	0.0	0.0	0	1
0.7787327766418457	0.0	0.1	0.0	0	1
0.7892074584960938	0.0	0.1	0.0	0	1
0.7996971607208252	0.0	-0.1	0.0	0	1
0.8101763725280762	0.0	0.1	0.0	0	1
0.8206515312194824	0.0	0.1	0.0	0	1
0.8311381340026855	0.0	0.0	0.0	0	1
0.8416118621826172	0.0	0.1	0.0	0	1
0.8520982265472412	0.0	-0.1	0.0	0	1
0.8625733852386475	0.0	0.0	0.0	0	1
0.8730664253234863	0.0	0.2	0.0	0	1
0.8835535049438477	0.0	-0.1	0.0	0	1
0.8940279483795166	0.0	0.0	0.0	0	1
0.9045126438140869	0.0	-0.0	0.0	0	1
0.9149880409240723	0.0	-0.0	0.0	0	1
0.9254758358001709	0.0	0.0	0.0	0	1
0.935950517654419	0.0	0.0	0.0	0	1
0.9464380741119385	0.0	-0.0	0.0	0	1
0.9569106101989746	0.0	0.1	0.0	0	1
0.9673993587493896	0.0	-0.0	0.0	0	1
0.9778892993927002	0.0	0.1	0.0	0	1
0.9883701801300049	0.0	-0.0	0.0	0	1
0.9988596439361572	0.0	-0.1	0.0	0	1
1.0093326568603516	0.0	0.2	0.0	0	1
1.0198192596435547	0.0	-0.1	0.0	0	1
1.030292272567749	0.0	0.1	0.0	0	1
1.0407803058624268	0.0	0.1	0.0	0	1
1.051243543624878	0.0	-0.0	0.0	0	1
1.0617175102233887	0.0	0.1	0.0	0	1
1.07220458984375	0.0	-0.0	0.0	0	1
1.0826749801635742	0.0	-0.0	0.0	0	1
1.0931625366210938	0.0	-0.0	0.0	0	1
1.1036369800567627	0.0	-0.2	0.0	0	1
1.1141228675842285	0.0	-0.1	0.0	0	1
1.1246020793914795	0.0	0.0	0.0	0	1
1.1350913047790527	0.0	-0.2	0.0	0	1
1.1455702781677246	0.0	-0.2	0.0	0	1
1.1560523509979248	0.0	-0.0	0.0	0	1
1.1665387153625488	0.0	0.0	0.0	0	1
1.177011489868164	0.0	-0.0	0.0	0	1
1.1874988079071045	0.0	-0.1	0.0	0	1
1.1979711055755615	0.0	-0.0	0.0	0	1
1.2084603309631348	0.0	0.2	0.0	0	1
1.2189371585845947	0.0	-0.2	0.0	0	1
1.2294104099273682	0.0	-0.0	0.0	0	1
1.2399051189422607	0.0	0.0	0.0	0	1
1.2503798007965088	0.0	0.0	0.0	0	1
1.2608544826507568	0.0	-0.0	0.0	0	1
1.2713279724121094	0.0	-0.2	0.0	0	1
1.2818107604980469	0.0	-0.1	0.0	0	1
1.292285680770874	0.0	0.1	0.0	0	1
1.302781343460083	0.0	-0.1	0.0	0	1
1.313258409500122	0.0	-0.0	0.0	0	1
1.3237342834472656	0.0	0.1	0.0	0	1
1.3342220783233643	0.0	0.0	0.0	0	1
1.3446955680847168	0.0	-0.0	0.0	0	1
1.3551950454711914	0.0	-0.0	0.0	0	1
1.3656716346740723	0.0	-0.1	0.0	0	1
1.37615966796875	0.0	0.0	0.0	0	1
1.3866362571716309	0.0	-0.1	0.0	0	1
1.3971221446990967	0.0	0.1	0.0	0	1
1.4076108932495117	0.0	0.2	0.0	0	1
1.4180877208709717	0.0	-0.0	0.0	0	1
1.4285783767700195	0.0	-0.1	0.0	0	1
1.4390599727630615	0.0	0.1	0.0	0	1
1.4495501518249512	0.0	-0.2	0.0	0	1
1.460024356842041	0.0	-0.1	0.0	0	1
1.4705119132995605	0.0	-0.1	0.0	0	1
1.4809901714324951	0.0	-0.1	0.0	0	1
1.4914531707763672	0.0	0.0	0.0	0	1
1.5019423961639404	0.0	-0.0	0.0	0	1
1.5124168395996094	0.0	0.0	0.0	0	1
1.5229215621948242	0.0	0.1	0.0	0	1
1.5333995819091797	0.0	-0.0	0.0	0	1
1.5438740253448486	0.0	0.0	0.0	0	1
1.5543591976165771	0.0	-0.0	0.0	0	1
1.565033197402954	0.0	-0.1	0.0	0	1
1.575523853302002	0.0	0.1	0.0	0	1
1.5860011577606201	0.0	-0.1	0.0	0	1
1.5964887142181396	0.0	0.1	0.0	0	1
1.6069629192352295	0.0	-0.0	0.0	0	1
1.6174509525299072	0.0	-0.1	0.0	0	1
